,valid,result,solution,order,random_result
17,True,58,"{1: [0, 4, 27, 34, 42, 45], 2: [0, 8, 13, 23, 33, 43], 3: [2, 10, 14, 22, 35, 38], 4: [8, 13, 22, 27, 30, 49], 5: [13, 22, 25, 45, 53, 56], 6: [15, 30, 33, 43, 53, 57]}","[(1, 0), (2, 0), (3, 0), (1, 1), (2, 1), (4, 0), (3, 1), (2, 2), (4, 1), (5, 0), (3, 2), (6, 0), (3, 3), (4, 2), (5, 1), (2, 3), (5, 2), (1, 2), (4, 3), (4, 4), (6, 1), (2, 4), (6, 2), (1, 3), (3, 4), (3, 5), (1, 4), (2, 5), (6, 3), (1, 5), (5, 3), (4, 5), (5, 4), (6, 4), (5, 5), (6, 5)]",73
18,True,58,"{1: [5, 11, 16, 33, 44, 49], 2: [0, 8, 14, 34, 44, 54], 3: [0, 5, 9, 19, 39, 42], 4: [8, 14, 22, 27, 30, 47], 5: [13, 22, 25, 30, 38, 41], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (3, 2), (1, 1), (5, 0), (6, 0), (2, 2), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (6, 3), (4, 4), (5, 3), (1, 3), (2, 3), (5, 4), (6, 4), (3, 4), (5, 5), (3, 5), (6, 5), (1, 4), (2, 4), (4, 5), (1, 5), (2, 5)]",71
19,True,55,"{1: [5, 11, 16, 31, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [0, 6, 10, 19, 40, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (3, 2), (1, 1), (5, 0), (6, 0), (4, 1), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (5, 3), (6, 4), (3, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",65
20,True,55,"{1: [0, 10, 25, 31, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [1, 6, 11, 19, 37, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (3, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (2, 2), (4, 1), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",82
21,True,58,"{1: [2, 13, 18, 27, 42, 52], 2: [3, 11, 17, 28, 40, 50], 3: [3, 9, 18, 31, 42, 45], 4: [11, 16, 25, 34, 37, 45], 5: [16, 25, 28, 38, 51, 54], 6: [0, 3, 9, 21, 33, 37]}","[(6, 0), (1, 0), (2, 0), (3, 0), (6, 1), (3, 1), (6, 2), (2, 1), (4, 0), (1, 1), (4, 1), (5, 0), (2, 2), (1, 2), (3, 2), (6, 3), (4, 2), (5, 1), (1, 3), (2, 3), (5, 2), (3, 3), (6, 4), (4, 3), (4, 4), (6, 5), (5, 3), (2, 4), (1, 4), (3, 4), (3, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",87
22,True,55,"{1: [6, 7, 16, 25, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 5, 11, 19, 28, 30], 4: [8, 14, 26, 33, 37, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (1, 3), (5, 2), (4, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",73
23,True,57,"{1: [7, 8, 16, 22, 43, 51], 2: [0, 9, 17, 28, 40, 51], 3: [0, 6, 10, 18, 40, 44], 4: [8, 13, 24, 29, 32, 46], 5: [14, 24, 27, 38, 51, 55], 6: [13, 16, 19, 28, 40, 50]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (4, 0), (2, 1), (3, 2), (4, 1), (6, 0), (5, 0), (1, 2), (6, 1), (2, 2), (3, 3), (6, 2), (1, 3), (4, 2), (5, 1), (5, 2), (2, 3), (6, 3), (4, 3), (4, 4), (5, 3), (2, 4), (3, 4), (6, 4), (1, 4), (3, 5), (4, 5), (6, 5), (1, 5), (2, 5), (5, 4), (5, 5)]",70
24,True,58,"{1: [0, 8, 16, 23, 38, 45], 2: [3, 11, 17, 28, 40, 50], 3: [6, 11, 18, 31, 50, 51], 4: [11, 16, 26, 31, 37, 45], 5: [16, 25, 28, 41, 51, 54], 6: [0, 6, 9, 21, 33, 37]}","[(1, 0), (6, 0), (2, 0), (3, 0), (6, 1), (1, 1), (6, 2), (2, 1), (3, 1), (4, 0), (1, 2), (4, 1), (5, 0), (2, 2), (3, 2), (6, 3), (1, 3), (5, 1), (4, 2), (2, 3), (5, 2), (3, 3), (4, 3), (6, 4), (4, 4), (6, 5), (1, 4), (2, 4), (5, 3), (1, 5), (4, 5), (2, 5), (3, 4), (3, 5), (5, 4), (5, 5)]",65
25,True,58,"{1: [6, 13, 18, 35, 45, 52], 2: [0, 8, 14, 31, 42, 52], 3: [1, 15, 23, 33, 42, 45], 4: [11, 17, 23, 29, 37, 48], 5: [13, 24, 27, 41, 52, 56], 6: [8, 11, 14, 23, 33, 37]}","[(2, 0), (3, 0), (1, 0), (2, 1), (6, 0), (4, 0), (6, 1), (1, 1), (5, 0), (2, 2), (6, 2), (3, 1), (4, 1), (1, 2), (3, 2), (4, 2), (6, 3), (5, 1), (5, 2), (4, 3), (2, 3), (3, 3), (6, 4), (1, 3), (4, 4), (6, 5), (5, 3), (2, 4), (3, 4), (1, 4), (3, 5), (4, 5), (1, 5), (2, 5), (5, 4), (5, 5)]",85
26,True,58,"{1: [0, 4, 18, 33, 40, 45], 2: [3, 11, 16, 26, 40, 50], 3: [2, 9, 16, 31, 48, 51], 4: [11, 16, 25, 30, 33, 43], 5: [16, 25, 28, 36, 51, 54], 6: [0, 4, 7, 21, 41, 45]}","[(1, 0), (6, 0), (3, 0), (2, 0), (1, 1), (6, 1), (6, 2), (3, 1), (2, 1), (4, 0), (2, 2), (3, 2), (4, 1), (5, 0), (1, 2), (6, 3), (4, 2), (5, 1), (2, 3), (5, 2), (4, 3), (3, 3), (1, 3), (4, 4), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (1, 5), (6, 5), (3, 4), (2, 5), (3, 5), (5, 4), (5, 5)]",83
27,True,57,"{1: [1, 8, 20, 29, 38, 44], 2: [0, 8, 15, 28, 38, 48], 3: [2, 7, 11, 19, 45, 50], 4: [8, 13, 18, 23, 27, 45], 5: [23, 32, 35, 41, 48, 52], 6: [13, 16, 19, 28, 40, 44]}","[(2, 0), (1, 0), (3, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (4, 1), (6, 0), (2, 2), (6, 1), (4, 2), (3, 3), (6, 2), (1, 2), (4, 3), (5, 0), (4, 4), (2, 3), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (3, 4), (4, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",67
28,True,55,"{1: [6, 8, 25, 31, 38, 42], 2: [0, 8, 15, 28, 38, 48], 3: [0, 5, 11, 19, 41, 48], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (3, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",81
29,True,55,"{1: [7, 9, 26, 33, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [1, 7, 11, 19, 32, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (4, 1), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (1, 2), (4, 3), (2, 3), (6, 3), (4, 4), (3, 4), (1, 3), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",79
30,True,55,"{1: [6, 11, 16, 32, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [1, 6, 11, 19, 29, 30], 4: [8, 14, 22, 29, 37, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (2, 3), (6, 3), (3, 4), (4, 3), (3, 5), (1, 3), (4, 4), (2, 4), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",63
31,True,56,"{1: [6, 7, 16, 22, 39, 50], 2: [0, 8, 14, 28, 40, 50], 3: [0, 7, 11, 21, 30, 31], 4: [11, 16, 26, 32, 38, 46], 5: [13, 22, 25, 42, 50, 54], 6: [8, 11, 19, 30, 46, 50]}","[(2, 0), (3, 0), (1, 0), (1, 1), (3, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (5, 0), (2, 2), (1, 2), (4, 1), (6, 2), (3, 3), (1, 3), (5, 1), (5, 2), (4, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (1, 5), (2, 5), (5, 4), (6, 5), (5, 5)]",74
32,True,57,"{1: [5, 6, 25, 33, 40, 51], 2: [0, 8, 15, 26, 40, 50], 3: [0, 5, 9, 21, 34, 44], 4: [11, 16, 22, 27, 32, 43], 5: [13, 22, 25, 36, 51, 54], 6: [8, 14, 17, 30, 40, 44]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (5, 0), (6, 1), (2, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (1, 2), (5, 2), (2, 3), (4, 3), (6, 3), (4, 4), (1, 3), (3, 4), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",75
33,True,58,"{1: [11, 15, 18, 30, 38, 45], 2: [5, 13, 18, 28, 38, 48], 3: [0, 6, 10, 19, 41, 51], 4: [0, 5, 18, 25, 28, 45], 5: [23, 32, 36, 41, 49, 52], 6: [13, 16, 19, 28, 41, 45]}","[(3, 0), (4, 0), (2, 0), (4, 1), (3, 1), (3, 2), (1, 0), (2, 1), (6, 0), (1, 1), (6, 1), (1, 2), (2, 2), (4, 2), (3, 3), (6, 2), (5, 0), (4, 3), (2, 3), (4, 4), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (3, 4), (5, 3), (6, 4), (1, 5), (4, 5), (6, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",70
34,True,55,"{1: [0, 7, 16, 32, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [1, 6, 11, 19, 31, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (3, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (3, 4), (1, 3), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",92
35,True,58,"{1: [7, 9, 17, 33, 40, 52], 2: [3, 11, 16, 26, 40, 50], 3: [1, 6, 18, 31, 40, 45], 4: [11, 16, 25, 30, 33, 43], 5: [16, 25, 28, 36, 51, 54], 6: [0, 3, 9, 21, 41, 45]}","[(6, 0), (3, 0), (2, 0), (6, 1), (3, 1), (1, 0), (1, 1), (6, 2), (2, 1), (4, 0), (2, 2), (4, 1), (5, 0), (1, 2), (3, 2), (6, 3), (4, 2), (5, 1), (2, 3), (5, 2), (4, 3), (3, 3), (1, 3), (4, 4), (5, 3), (1, 4), (2, 4), (3, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",73
36,True,58,"{1: [2, 4, 18, 24, 41, 52], 2: [3, 11, 16, 26, 40, 50], 3: [5, 11, 17, 31, 41, 45], 4: [11, 16, 26, 34, 37, 45], 5: [16, 25, 28, 36, 51, 54], 6: [0, 3, 8, 21, 33, 37]}","[(6, 0), (1, 0), (2, 0), (6, 1), (1, 1), (3, 0), (6, 2), (2, 1), (3, 1), (4, 0), (2, 2), (4, 1), (5, 0), (3, 2), (1, 2), (6, 3), (1, 3), (5, 1), (2, 3), (4, 2), (5, 2), (3, 3), (6, 4), (4, 3), (5, 3), (4, 4), (6, 5), (2, 4), (1, 4), (3, 4), (3, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",67
37,True,58,"{1: [6, 7, 19, 28, 38, 52], 2: [5, 13, 18, 28, 38, 48], 3: [0, 5, 9, 17, 39, 45], 4: [0, 11, 19, 24, 28, 45], 5: [24, 33, 36, 41, 49, 52], 6: [13, 16, 19, 28, 41, 45]}","[(3, 0), (4, 0), (2, 0), (3, 1), (1, 0), (1, 1), (3, 2), (4, 1), (2, 1), (6, 0), (6, 1), (3, 3), (2, 2), (1, 2), (4, 2), (6, 2), (4, 3), (5, 0), (1, 3), (2, 3), (4, 4), (6, 3), (5, 1), (5, 2), (1, 4), (2, 4), (3, 4), (5, 3), (6, 4), (3, 5), (4, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",83
38,True,58,"{1: [2, 7, 17, 24, 38, 52], 2: [3, 11, 17, 28, 40, 50], 3: [4, 13, 19, 31, 40, 45], 4: [11, 16, 25, 33, 37, 45], 5: [16, 25, 28, 41, 50, 54], 6: [0, 3, 6, 21, 33, 37]}","[(6, 0), (1, 0), (2, 0), (6, 1), (3, 0), (6, 2), (1, 1), (2, 1), (4, 0), (3, 1), (4, 1), (5, 0), (1, 2), (2, 2), (3, 2), (6, 3), (1, 3), (4, 2), (5, 1), (2, 3), (5, 2), (3, 3), (4, 3), (6, 4), (4, 4), (6, 5), (1, 4), (2, 4), (3, 4), (5, 3), (3, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",72
39,True,56,"{1: [5, 6, 16, 24, 38, 50], 2: [0, 8, 13, 26, 40, 50], 3: [0, 5, 9, 21, 30, 31], 4: [11, 16, 24, 35, 38, 46], 5: [13, 22, 26, 41, 50, 54], 6: [8, 12, 17, 30, 46, 50]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (2, 2), (5, 0), (1, 2), (4, 1), (6, 2), (3, 3), (5, 1), (1, 3), (4, 2), (2, 3), (5, 2), (3, 4), (6, 3), (3, 5), (4, 3), (1, 4), (4, 4), (2, 4), (5, 3), (4, 5), (6, 4), (1, 5), (2, 5), (5, 4), (6, 5), (5, 5)]",72
40,True,58,"{1: [6, 7, 19, 31, 38, 52], 2: [5, 13, 18, 28, 38, 48], 3: [0, 6, 11, 19, 36, 41], 4: [0, 13, 18, 23, 28, 45], 5: [23, 32, 36, 41, 48, 52], 6: [13, 16, 19, 28, 48, 52]}","[(3, 0), (4, 0), (2, 0), (1, 0), (3, 1), (1, 1), (3, 2), (2, 1), (4, 1), (6, 0), (6, 1), (2, 2), (4, 2), (1, 2), (3, 3), (6, 2), (4, 3), (5, 0), (2, 3), (4, 4), (6, 3), (1, 3), (5, 1), (3, 4), (5, 2), (1, 4), (2, 4), (3, 5), (5, 3), (4, 5), (2, 5), (5, 4), (6, 4), (1, 5), (5, 5), (6, 5)]",73
41,True,55,"{1: [5, 8, 16, 31, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 6, 10, 19, 41, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (3, 4), (5, 3), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",74
42,True,55,"{1: [5, 8, 26, 32, 40, 49], 2: [0, 8, 14, 26, 40, 50], 3: [0, 5, 9, 21, 34, 38], 4: [11, 16, 22, 27, 30, 43], 5: [13, 22, 25, 36, 51, 54], 6: [8, 14, 17, 30, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (5, 0), (2, 2), (6, 1), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (5, 2), (1, 2), (2, 3), (4, 3), (4, 4), (6, 3), (1, 3), (3, 4), (5, 3), (3, 5), (1, 4), (2, 4), (4, 5), (6, 4), (1, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",80
43,True,55,"{1: [7, 9, 27, 35, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [1, 6, 11, 19, 33, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (1, 2), (4, 3), (2, 3), (6, 3), (4, 4), (3, 4), (1, 3), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",69
44,True,55,"{1: [1, 8, 25, 35, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [2, 7, 11, 19, 38, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (1, 0), (3, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (3, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",65
45,True,55,"{1: [6, 7, 16, 22, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 6, 10, 18, 27, 30], 4: [8, 13, 26, 31, 37, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (1, 3), (5, 1), (5, 2), (4, 2), (3, 4), (2, 3), (6, 3), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",83
46,True,55,"{1: [7, 10, 25, 31, 38, 42], 2: [0, 8, 14, 28, 38, 48], 3: [1, 6, 10, 19, 47, 48], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (2, 2), (4, 1), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (4, 5), (3, 4), (2, 5), (3, 5), (5, 4), (5, 5)]",82
47,True,57,"{1: [6, 9, 22, 28, 38, 51], 2: [0, 9, 17, 28, 38, 48], 3: [0, 6, 10, 19, 37, 44], 4: [8, 13, 18, 23, 27, 45], 5: [23, 32, 35, 41, 49, 52], 6: [13, 16, 19, 28, 40, 46]}","[(2, 0), (3, 0), (1, 0), (3, 1), (4, 0), (1, 1), (2, 1), (3, 2), (4, 1), (6, 0), (6, 1), (2, 2), (4, 2), (3, 3), (6, 2), (1, 2), (4, 3), (5, 0), (4, 4), (1, 3), (2, 3), (6, 3), (5, 1), (5, 2), (3, 4), (1, 4), (2, 4), (6, 4), (5, 3), (3, 5), (4, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",74
48,True,57,"{1: [0, 10, 16, 30, 37, 44], 2: [0, 8, 14, 27, 40, 50], 3: [1, 6, 10, 21, 37, 50], 4: [11, 16, 22, 27, 31, 44], 5: [13, 22, 25, 40, 51, 54], 6: [8, 12, 18, 30, 40, 44]}","[(1, 0), (2, 0), (3, 0), (3, 1), (2, 1), (6, 0), (1, 1), (3, 2), (4, 0), (6, 1), (5, 0), (2, 2), (1, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (5, 2), (2, 3), (4, 3), (1, 3), (6, 3), (4, 4), (1, 4), (3, 4), (2, 4), (5, 3), (6, 4), (1, 5), (4, 5), (6, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",95
49,True,55,"{1: [7, 9, 25, 31, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 5, 10, 18, 37, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (1, 4), (2, 4), (6, 4), (5, 3), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",65
50,True,55,"{1: [6, 10, 16, 31, 40, 49], 2: [0, 8, 13, 26, 40, 50], 3: [0, 5, 9, 21, 36, 38], 4: [11, 16, 22, 27, 30, 43], 5: [13, 22, 25, 36, 51, 54], 6: [8, 14, 17, 30, 45, 49]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (3, 2), (1, 1), (4, 0), (2, 2), (5, 0), (6, 1), (1, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (5, 2), (2, 3), (4, 3), (4, 4), (6, 3), (1, 3), (3, 4), (5, 3), (3, 5), (1, 4), (2, 4), (4, 5), (6, 4), (1, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",77
51,True,55,"{1: [7, 9, 16, 31, 38, 49], 2: [0, 8, 15, 28, 38, 48], 3: [0, 6, 11, 19, 29, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (3, 4), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (5, 3), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",72
52,True,57,"{1: [5, 7, 11, 17, 26, 51], 2: [0, 8, 13, 29, 41, 51], 3: [0, 5, 9, 17, 27, 30], 4: [17, 26, 31, 36, 39, 47], 5: [13, 22, 25, 43, 52, 55], 6: [8, 14, 17, 31, 47, 51]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (1, 2), (2, 2), (5, 0), (6, 1), (1, 3), (3, 3), (4, 0), (6, 2), (5, 1), (5, 2), (1, 4), (4, 1), (3, 4), (2, 3), (3, 5), (4, 2), (6, 3), (4, 3), (4, 4), (2, 4), (5, 3), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",83
53,True,57,"{1: [5, 9, 17, 23, 42, 50], 2: [0, 9, 16, 26, 43, 53], 3: [0, 5, 9, 21, 30, 31], 4: [11, 16, 23, 31, 38, 46], 5: [14, 23, 26, 36, 40, 43], 6: [8, 11, 17, 30, 46, 50]}","[(2, 0), (3, 0), (1, 0), (3, 1), (6, 0), (1, 1), (2, 1), (3, 2), (4, 0), (6, 1), (5, 0), (2, 2), (4, 1), (1, 2), (6, 2), (3, 3), (1, 3), (4, 2), (5, 1), (2, 3), (5, 2), (3, 4), (6, 3), (3, 5), (4, 3), (5, 3), (4, 4), (5, 4), (1, 4), (2, 4), (5, 5), (4, 5), (6, 4), (1, 5), (6, 5), (2, 5)]",96
54,True,55,"{1: [0, 7, 16, 22, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [1, 6, 11, 19, 29, 30], 4: [8, 14, 25, 32, 37, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(1, 0), (2, 0), (3, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (1, 3), (5, 1), (4, 2), (5, 2), (2, 3), (6, 3), (3, 4), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",87
55,True,55,"{1: [7, 8, 16, 24, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 7, 11, 19, 28, 30], 4: [8, 13, 24, 32, 37, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (1, 3), (4, 2), (5, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",80
