,instance,max_time,postprocessing,version,num_reads,num_feasible,num_optimal,number_of_jobs,number_of_tasks,is_squashed,max_task_time,mean_task_time,heuristic,optimal,energy_best,result_best,chain_strength,chain_break_method,qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,is_cut_out,window_size,window_start
115,,8,False,pyqubo,1000,50,0,5,12,,2,1.25,True,0,0.1311728395061724,6.0,1.8550655285958533,majority_vote,244380.0,20.0,203.84,255535.5,4949.5,11155.5,20.54,2789.0,3922.0,1.0,6.0,3.0
116,,7,False,pyqubo,1000,88,0,5,12,,2,1.25,True,0,0.4552469135802468,6.0,1.7013465602815374,majority_vote,244100.0,20.0,203.56,255195.3,4484.7,11095.3,20.54,1133.0,1133.0,1.0,6.0,1.0
117,,6,False,pyqubo,1000,2,0,5,14,,2,1.2142857142857142,True,0,2.0002572016460896,6.0,1.4402684992736594,majority_vote,244380.0,20.0,203.84,255228.3,2457.7,10848.3,20.54,1160.0,1160.0,1.0,6.0,2.0
118,,8,False,pyqubo,1000,43,0,5,14,,2,1.2142857142857142,True,0,0.1296724965706452,6.0,1.8035226253901329,majority_vote,244100.0,20.0,203.56,255211.7,4657.3,11111.7,20.54,1086.0,2611.0,1.0,6.0,3.0
119,,4,False,pyqubo,1000,0,0,5,11,,2,1.0909090909090908,True,0,4.009259259259259,,1.1284612679810206,majority_vote,238940.0,20.0,198.4,249744.9,2048.1,10804.9,20.54,833.0,833.0,1.0,6.0,0.0
120,,5,False,pyqubo,1000,1,0,5,11,,2,1.0909090909090908,True,0,1.6851851851851851,5.0,1.3402732347361117,majority_vote,238940.0,20.0,198.4,249832.1,1847.9,10892.1,20.54,1552.0,1552.0,1.0,6.0,5.0
121,,4,False,pyqubo,1000,0,0,5,11,,2,1.0909090909090908,True,0,4.009259259259259,,1.1284612679810206,majority_vote,240740.0,20.0,200.2,251486.5,1430.5,10746.5,20.54,1291.0,1291.0,1.0,6.0,9.0
122,,4,False,pyqubo,1000,0,0,5,11,,2,1.0909090909090908,True,0,4.009259259259259,,1.1284612679810206,majority_vote,238940.0,20.0,198.4,249674.1,1494.9,10734.1,20.54,492.0,492.0,1.0,6.0,4.0
123,,4,False,pyqubo,1000,0,0,5,11,,2,1.0909090909090908,True,0,4.009259259259259,,1.1284612679810206,majority_vote,243100.0,20.0,202.56,253838.5,1966.5,10738.5,20.54,675.0,675.0,1.0,6.0,7.0
124,,4,False,pyqubo,1000,0,0,5,11,,2,1.0909090909090908,True,0,4.009259259259259,,1.1284612679810206,majority_vote,238940.0,20.0,198.4,249756.3,2042.7,10816.3,20.54,859.0,859.0,1.0,6.0,8.0
125,,5,False,pyqubo,1000,3,0,5,11,,2,1.0909090909090908,True,0,1.6851851851851851,5.0,1.3402732347361117,majority_vote,238940.0,20.0,198.4,249841.3,1810.7,10901.3,20.54,1356.0,1356.0,1.0,6.0,1.0
126,,4,False,pyqubo,1000,0,0,5,11,,2,1.0909090909090908,True,0,4.009259259259259,,1.1284612679810206,majority_vote,238940.0,20.0,198.4,249683.1,1785.9,10743.1,20.54,507.0,507.0,1.0,6.0,6.0
127,,8,False,pyqubo,1000,108,0,6,10,,3,1.8,True,0,0.1349437734277394,6.0,1.9490644935455568,majority_vote,244060.0,20.0,203.52,255127.1,4736.9,11067.1,20.54,1575.0,1575.0,1.0,6.0,4.0
128,,9,False,pyqubo,1000,49,0,6,10,,3,1.8,True,0,0.0999583506872134,7.0,2.088771816163747,majority_vote,244440.0,20.0,203.9,255537.5,4640.5,11097.5,20.54,1712.0,1712.0,1.0,6.0,16.0
129,,8,False,pyqubo,1000,198,0,6,8,,3,1.875,True,0,0.0877185526438815,6.0,1.956264017521664,majority_vote,238940.0,20.0,198.4,249947.1,3303.9,11007.1,20.54,1020.0,1020.0,1.0,6.0,8.0
130,,8,False,pyqubo,1000,110,0,6,8,,3,1.875,True,0,0.0877185526438815,6.0,1.956264017521664,majority_vote,238940.0,20.0,198.4,249984.9,3080.1,11044.9,20.54,1060.0,1060.0,1.0,6.0,18.0
131,,6,False,pyqubo,1000,0,0,6,8,,3,1.875,True,0,2.088415541143571,,1.671309014972818,majority_vote,238940.0,20.0,198.4,249915.1,1932.9,10975.1,20.54,863.0,863.0,1.0,6.0,12.0
132,,6,False,pyqubo,1000,0,0,6,8,,3,1.875,True,0,2.088296543107039,,1.671309014972818,majority_vote,238940.0,20.0,198.4,249856.3,2201.7,10916.3,20.54,992.0,992.0,1.0,6.0,5.0
133,,7,False,pyqubo,1000,56,0,6,8,,3,1.875,True,0,0.613315880287975,6.0,1.8193338602691784,majority_vote,244440.0,20.0,203.9,255432.7,3237.3,10992.7,20.54,1150.0,1150.0,1.0,6.0,15.0
134,,6,False,pyqubo,1000,1,0,6,8,,3,1.875,True,0,2.088415541143571,6.0,1.671309014972818,majority_vote,238940.0,20.0,198.4,249881.5,2313.5,10941.5,20.54,993.0,993.0,1.0,6.0,17.0
135,,6,False,pyqubo,1000,1,0,6,8,,3,1.875,True,0,2.0875825548878444,6.0,1.671309014972818,majority_vote,244380.0,20.0,203.84,255341.7,2323.3,10961.7,20.54,2704.0,2704.0,1.0,6.0,1.0
136,,8,False,pyqubo,1000,82,0,6,8,,3,1.875,True,0,0.0834346233287153,6.0,1.956264017521664,majority_vote,241420.0,20.0,200.88,252449.3,3080.7,11029.3,20.54,3356.0,3356.0,1.0,6.0,6.0
137,,7,False,pyqubo,1000,53,0,6,8,,3,1.875,True,0,0.5839403649839774,6.0,1.8193338602691784,majority_vote,243460.0,20.0,202.92,254494.7,2880.3,11034.7,20.54,937.0,937.0,1.0,6.0,0.0
138,,8,False,pyqubo,1000,118,0,6,8,,3,1.875,True,0,0.0841340403597623,6.0,1.956264017521664,majority_vote,243740.0,20.0,203.2,254700.7,2844.3,10960.7,20.54,4926.0,4926.0,1.0,6.0,3.0
139,,8,False,pyqubo,1000,204,0,6,8,,3,1.875,True,0,0.0876019831387067,6.0,1.956264017521664,majority_vote,243100.0,20.0,202.56,254130.5,3652.5,11030.5,20.54,9049.0,9049.0,1.0,6.0,14.0
140,,7,False,pyqubo,1000,18,0,6,8,,3,1.875,True,0,0.613213881970947,6.0,1.8193338602691784,majority_vote,244440.0,20.0,203.9,255494.5,3063.5,11054.5,20.54,2925.0,2925.0,1.0,6.0,11.0
141,,8,False,pyqubo,1000,303,0,6,8,,3,1.875,True,0,0.0834200521405685,6.0,1.956264017521664,majority_vote,243140.0,20.0,202.6,254116.7,3406.3,10976.7,20.54,1377.0,1377.0,1.0,6.0,7.0
142,,8,False,pyqubo,1000,51,0,6,8,,3,1.875,True,0,0.0877039814557347,6.0,1.956264017521664,majority_vote,238940.0,20.0,198.4,249938.9,2428.1,10998.9,20.54,2216.0,2216.0,1.0,6.0,9.0
143,,8,False,pyqubo,1000,238,0,6,8,,3,1.875,True,0,0.0834200521405685,6.0,1.956264017521664,majority_vote,244420.0,20.0,203.88,255363.9,5611.1,10943.9,20.54,2238.0,2238.0,1.0,6.0,10.0
144,,8,False,pyqubo,1000,41,0,6,8,,3,1.875,True,0,0.0876019831387067,6.0,1.956264017521664,majority_vote,243460.0,20.0,202.92,254494.5,5947.5,11034.5,20.54,5704.0,5704.0,1.0,6.0,2.0
145,,8,False,pyqubo,1000,66,0,6,8,,3,1.875,True,0,0.093430458397437,6.0,1.956264017521664,majority_vote,243460.0,20.0,202.92,254460.5,5461.5,11000.5,20.54,1117.0,1117.0,1.0,6.0,13.0
146,,6,False,pyqubo,1000,0,0,6,10,,3,1.8,True,0,1.5839233652644733,,1.4660664036802695,majority_vote,243780.0,20.0,203.24,254650.3,4895.7,10870.3,20.54,1071.0,1071.0,1.0,6.0,11.0
147,,6,False,pyqubo,1000,1,0,6,10,,3,1.8,True,0,1.5839233652644733,6.0,1.4660664036802695,majority_vote,242820.0,20.0,202.28,253708.5,4758.5,10888.5,20.54,1235.0,1235.0,1.0,6.0,5.0
148,,7,False,pyqubo,1000,156,0,6,10,,3,1.8,True,0,0.3691319093234959,6.0,1.6462965575969462,majority_vote,244060.0,20.0,203.52,255084.5,5361.5,11024.5,20.54,1216.0,1216.0,1.0,6.0,9.0
149,,5,False,pyqubo,1000,0,0,5,8,,3,1.75,True,0,2.5,,1.2105644907908195,majority_vote,243100.0,20.0,202.56,253874.7,5397.3,10774.7,20.54,3878.0,3878.0,1.0,6.0,7.0
150,,5,False,pyqubo,1000,0,0,5,8,,3,1.75,True,0,2.5,,1.2105644907908195,majority_vote,243460.0,20.0,202.92,254290.7,147376.3,10830.7,20.54,531.0,531.0,1.0,6.0,17.0
151,,5,False,pyqubo,1000,0,0,5,8,,3,1.75,True,0,2.5,,1.2105644907908195,majority_vote,238940.0,20.0,198.4,249687.7,3660.3,10747.7,20.54,723.0,723.0,1.0,6.0,10.0
152,,7,False,pyqubo,1000,68,0,5,8,,3,1.75,True,0,0.4012345679012341,6.0,1.6300589107856127,majority_vote,238940.0,20.0,198.4,249853.1,6327.9,10913.1,20.54,990.0,990.0,1.0,6.0,12.0
153,,6,False,pyqubo,1000,1,0,4,7,,3,1.5714285714285714,True,0,1.4320000000000004,6.0,1.4706488952421386,majority_vote,243460.0,20.0,202.92,254368.9,2886.1,10908.9,20.54,1324.0,1324.0,1.0,6.0,16.0
154,,5,False,pyqubo,1000,0,0,4,7,,3,1.5714285714285714,True,0,2.56,,1.2405679196069417,majority_vote,238940.0,20.0,198.4,249792.1,1500.9,10852.1,20.54,335.0,335.0,1.0,6.0,2.0
155,,5,False,pyqubo,1000,0,0,4,7,,3,1.5714285714285714,True,0,2.56,,1.2405679196069417,majority_vote,238940.0,20.0,198.4,249782.1,1960.9,10842.1,20.54,618.0,618.0,1.0,6.0,8.0
156,,5,False,pyqubo,1000,0,0,4,7,,3,1.5714285714285714,True,0,2.56,,1.2405679196069417,majority_vote,238940.0,20.0,198.4,249696.9,1388.1,10756.9,20.54,740.0,740.0,1.0,6.0,0.0
157,,7,False,pyqubo,1000,32,0,4,7,,3,1.5714285714285714,True,0,0.4863999999999997,6.0,1.6603442322894884,majority_vote,238940.0,20.0,198.4,249848.9,2705.1,10908.9,20.54,869.0,869.0,1.0,6.0,18.0
158,,7,False,pyqubo,1000,40,0,4,7,,3,1.5714285714285714,True,0,0.4863999999999997,6.0,1.6603442322894884,majority_vote,243460.0,20.0,202.92,254428.9,2201.1,10968.9,20.54,937.0,937.0,1.0,6.0,6.0
159,,5,False,pyqubo,1000,0,0,4,7,,3,1.5714285714285714,True,0,2.56,,1.2405679196069417,majority_vote,243740.0,20.0,203.2,254573.1,1226.9,10833.1,20.54,643.0,643.0,1.0,6.0,4.0
160,,6,False,pyqubo,1000,0,0,4,7,,3,1.5714285714285714,True,0,1.4320000000000004,,1.4706488952421386,majority_vote,238940.0,20.0,198.4,249827.9,2184.1,10887.9,20.54,2444.0,2444.0,1.0,6.0,3.0
161,,5,False,pyqubo,1000,0,0,4,7,,3,1.5714285714285714,True,0,2.56,,1.2405679196069417,majority_vote,238940.0,20.0,198.4,249694.5,2398.5,10754.5,20.54,630.0,630.0,1.0,6.0,1.0
162,,5,False,pyqubo,1000,0,0,4,7,,3,1.5714285714285714,True,0,2.56,,1.2405679196069417,majority_vote,243740.0,20.0,203.2,254522.1,1707.9,10782.1,20.54,879.0,879.0,1.0,6.0,15.0
163,,7,False,pyqubo,1000,59,0,4,7,,3,1.5714285714285714,True,0,0.4863999999999997,6.0,1.6603442322894884,majority_vote,243140.0,20.0,202.6,254111.7,4505.3,10971.7,20.54,903.0,903.0,1.0,6.0,14.0
164,,5,False,pyqubo,1000,0,0,4,7,,3,1.5714285714285714,True,0,2.56,,1.2405679196069417,majority_vote,238940.0,20.0,198.4,249780.3,3690.7,10840.3,20.54,600.0,600.0,1.0,6.0,13.0
165,,4,False,pyqubo,1000,0,0,2,4,,2,1.5,True,0,1.6666666666666663,,0.8658946240738534,majority_vote,238940.0,20.0,198.4,249642.3,1368.7,10702.3,20.54,3664.0,3664.0,1.0,5.0,0.0
166,,2,False,pyqubo,1000,0,0,2,2,,2,1.5,True,0,1.6666666666666663,,0.707,majority_vote,238940.0,20.0,198.4,249635.3,1309.7,10695.3,20.54,3600.0,3600.0,1.0,5.0,0.0
167,,6,False,pyqubo,1000,42,0,3,9,,1,1.0,True,0,0.5625,5.0,1.5896585762008424,majority_vote,243460.0,20.0,202.92,254434.3,2665.7,10974.3,20.54,973.0,973.0,1.0,5.0,0.0
168,,5,False,pyqubo,1000,5,0,3,9,,1,1.0,True,0,1.25,5.0,1.3674083217965722,majority_vote,238940.0,20.0,198.4,249845.9,2225.1,10905.9,20.54,906.0,906.0,1.0,5.0,1.0
169,,4,False,pyqubo,1000,1,0,3,7,,1,1.0,True,0,1.25,4.0,1.2016689320366996,majority_vote,238940.0,20.0,198.4,249759.1,1264.9,10819.1,20.54,733.0,733.0,1.0,5.0,0.0
170,,4,False,pyqubo,1000,2,0,3,7,,1,1.0,True,0,1.25,4.0,1.2016689320366996,majority_vote,238940.0,20.0,198.4,249691.1,1565.9,10751.1,20.54,535.0,535.0,1.0,5.0,1.0
171,,7,False,pyqubo,1000,8,0,4,14,,1,1.0,True,0,0.6400000000000006,6.0,1.7271276266418985,majority_vote,244440.0,20.0,203.9,255598.3,4940.7,11158.3,20.54,2170.0,2170.0,1.0,5.0,0.0
172,,6,False,pyqubo,1000,6,0,4,13,,1,1.0,True,0,0.5120000000000005,5.0,1.5492955018599044,majority_vote,238940.0,20.0,198.4,250006.9,3124.1,11066.9,20.54,1762.0,1762.0,1.0,5.0,1.0
173,,5,False,pyqubo,1000,0,0,4,13,,1,1.0,True,0,1.5600000000000005,,1.300901956336449,majority_vote,238940.0,20.0,198.4,249847.1,2476.9,10907.1,20.54,730.0,730.0,1.0,5.0,2.0
174,,5,False,pyqubo,1000,4,0,4,13,,1,1.0,True,0,1.5599999999999987,5.0,1.300901956336449,majority_vote,238940.0,20.0,198.4,249769.1,2293.9,10829.1,20.54,846.0,846.0,1.0,5.0,1.0
175,,5,False,pyqubo,1000,1,0,4,13,,1,1.0,True,0,1.5599999999999987,5.0,1.300901956336449,majority_vote,243780.0,20.0,203.24,254663.5,2636.5,10883.5,20.54,742.0,742.0,1.0,5.0,0.0
176,,5,False,pyqubo,1000,0,0,4,13,,1,1.0,True,0,1.5599999999999987,,1.300901956336449,majority_vote,244080.0,20.0,203.54,255019.5,1969.5,10939.5,20.54,651.0,651.0,1.0,5.0,2.0
177,,5,False,pyqubo,1000,0,0,5,11,,2,1.3636363636363635,True,0,3.064814814814815,,1.3327599652600612,majority_vote,238940.0,20.0,198.4,249754.1,1738.9,10814.1,20.54,802.0,802.0,1.0,5.0,7.0
178,,8,False,pyqubo,1000,272,0,5,11,,2,1.3636363636363635,True,0,0.0745884773662552,6.0,1.8760140230696831,majority_vote,244380.0,20.0,203.84,255383.3,2664.7,11003.3,20.54,1375.0,1375.0,1.0,5.0,3.0
179,,6,False,pyqubo,1000,20,0,5,10,,2,1.4,True,0,0.7330246913580254,5.0,1.6102691351137548,majority_vote,238940.0,20.0,198.4,249860.5,2746.5,10920.5,20.54,929.0,929.0,1.0,5.0,6.0
180,,7,False,pyqubo,1000,77,0,5,10,,2,1.4,True,0,0.1774691358024682,5.0,1.7871863668907058,majority_vote,239820.0,20.0,199.28,250919.7,3619.3,11099.7,20.54,1734.0,1734.0,1.0,5.0,0.0
181,,7,False,pyqubo,1000,127,0,5,10,,2,1.4,True,0,0.1761831275720169,5.0,1.7871863668907058,majority_vote,243780.0,20.0,203.24,254783.1,2833.9,11003.1,20.54,1427.0,1427.0,1.0,5.0,4.0
182,,7,False,pyqubo,1000,228,0,5,10,,2,1.4,True,0,0.1234567901234573,5.0,1.7871863668907058,majority_vote,244440.0,20.0,203.9,255447.7,2913.3,11007.7,20.54,1267.0,1267.0,1.0,5.0,5.0
183,,7,False,pyqubo,1000,183,0,5,10,,2,1.4,True,0,0.1311728395061742,5.0,1.7871863668907058,majority_vote,243460.0,20.0,202.92,254501.9,3548.1,11041.9,20.54,1213.0,1213.0,1.0,5.0,1.0
184,,7,False,pyqubo,1000,78,0,5,10,,2,1.4,True,0,0.1311728395061742,5.0,1.7871863668907058,majority_vote,244100.0,20.0,203.56,255200.5,4164.5,11100.5,20.54,3394.0,3394.0,1.0,5.0,9.0
185,,6,False,pyqubo,1000,39,0,5,10,,2,1.4,True,0,0.7330246913580254,5.0,1.6102691351137548,majority_vote,242460.0,20.0,201.92,253395.1,2749.9,10935.1,20.54,1851.0,1851.0,1.0,5.0,2.0
186,,7,False,pyqubo,1000,205,0,5,10,,2,1.4,True,0,0.1221707818930042,5.0,1.7871863668907058,majority_vote,238940.0,20.0,198.4,249962.3,3443.7,11022.3,20.54,1066.0,1066.0,1.0,5.0,8.0
187,,6,False,pyqubo,1000,77,0,5,10,,2,1.3,True,0,0.4462448559670768,5.0,1.519379197151535,majority_vote,244420.0,20.0,203.88,255313.1,3009.9,10893.1,20.54,830.0,830.0,1.0,5.0,0.0
188,,4,False,pyqubo,1000,0,0,4,7,,2,1.2857142857142858,True,0,1.5599999999999996,,1.0288361214041244,majority_vote,243100.0,20.0,202.56,253898.9,1440.1,10798.9,20.54,475.0,475.0,1.0,5.0,7.0
189,,5,False,pyqubo,1000,21,0,4,7,,2,1.2857142857142858,True,0,0.5120000000000005,4.0,1.2786409859039138,majority_vote,242520.0,20.0,201.98,253349.3,2044.7,10829.3,20.54,574.0,574.0,1.0,5.0,9.0
190,,3,False,pyqubo,1000,0,0,4,5,,2,1.4,True,0,2.48,,0.7287589193279215,majority_vote,238940.0,20.0,198.4,249643.9,1877.1,10703.9,20.54,707.0,707.0,1.0,5.0,4.0
191,,3,False,pyqubo,1000,0,0,4,5,,2,1.4,True,0,2.48,,0.7287589193279215,majority_vote,239460.0,20.0,198.92,250233.5,1655.5,10773.5,20.54,609.0,609.0,1.0,5.0,8.0
192,,3,False,pyqubo,1000,0,0,4,5,,2,1.4,True,0,2.48,,0.7287589193279215,majority_vote,238940.0,20.0,198.4,249644.5,1486.5,10704.5,20.54,452.0,452.0,1.0,5.0,2.0
193,,3,False,pyqubo,1000,0,0,4,5,,2,1.4,True,0,2.48,,0.7287589193279215,majority_vote,238940.0,20.0,198.4,249642.9,1673.1,10702.9,20.54,460.0,460.0,1.0,5.0,3.0
194,,3,False,pyqubo,1000,0,0,4,5,,2,1.4,True,0,2.48,,0.7287589193279215,majority_vote,238940.0,20.0,198.4,249713.5,1892.5,10773.5,20.54,3662.0,3662.0,1.0,5.0,1.0
195,,3,False,pyqubo,1000,0,0,4,5,,2,1.4,True,0,2.48,,0.7287589193279215,majority_vote,238940.0,20.0,198.4,249713.9,1743.1,10773.9,20.54,3707.0,3707.0,1.0,5.0,5.0
196,,3,False,pyqubo,1000,0,0,4,5,,2,1.4,True,0,2.48,,0.7287589193279215,majority_vote,238940.0,20.0,198.4,249643.7,1491.3,10703.7,20.54,483.0,483.0,1.0,5.0,6.0
197,,7,False,pyqubo,1000,123,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,243460.0,20.0,202.92,254287.3,2430.7,10827.3,20.54,718.0,718.0,1.0,5.0,10.0
198,,7,False,pyqubo,1000,135,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,243160.0,20.0,202.62,254074.7,2198.3,10914.7,20.54,531.0,531.0,1.0,5.0,1.0
199,,7,False,pyqubo,1000,153,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,243460.0,20.0,202.92,254357.9,1779.1,10897.9,20.54,4078.0,4078.0,1.0,5.0,6.0
200,,7,False,pyqubo,1000,109,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,238940.0,20.0,198.4,249772.1,2260.9,10832.1,20.54,4123.0,4123.0,1.0,5.0,7.0
201,,5,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,2.4160000000000004,,1.1783333333333332,majority_vote,238940.0,20.0,198.4,249750.3,1471.7,10810.3,20.54,522.0,522.0,1.0,5.0,8.0
202,,7,False,pyqubo,1000,100,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,238940.0,20.0,198.4,249784.9,2455.1,10844.9,20.54,4112.0,4112.0,1.0,5.0,18.0
203,,7,False,pyqubo,1000,134,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,242460.0,20.0,201.92,253269.9,1777.1,10809.9,20.54,2766.0,2766.0,1.0,5.0,14.0
204,,7,False,pyqubo,1000,122,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,242460.0,20.0,201.92,253343.7,2835.3,10883.7,20.54,1072.0,1072.0,1.0,5.0,0.0
205,,7,False,pyqubo,1000,126,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,238940.0,20.0,198.4,249820.1,2231.9,10880.1,20.54,448.0,448.0,1.0,5.0,15.0
206,,6,False,pyqubo,1000,10,0,4,7,,3,1.8571428571428568,True,0,0.8832000000000004,5.0,1.3690996128843218,majority_vote,243460.0,20.0,202.92,254345.7,2234.3,10885.7,20.54,877.0,877.0,1.0,5.0,5.0
207,,7,False,pyqubo,1000,148,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,238940.0,20.0,198.4,249778.3,1750.7,10838.3,20.54,671.0,671.0,1.0,5.0,13.0
208,,6,False,pyqubo,1000,11,0,4,7,,3,1.8571428571428568,True,0,0.8832000000000004,5.0,1.3690996128843218,majority_vote,238940.0,20.0,198.4,249759.1,1681.9,10819.1,20.54,809.0,809.0,1.0,5.0,3.0
209,,6,False,pyqubo,1000,10,0,4,7,,3,1.8571428571428568,True,0,0.8832000000000004,5.0,1.3690996128843218,majority_vote,238940.0,20.0,198.4,249833.9,2022.1,10893.9,20.54,1233.0,1233.0,1.0,5.0,11.0
210,,7,False,pyqubo,1000,114,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,243800.0,20.0,203.26,254695.5,1812.5,10895.5,20.54,828.0,828.0,1.0,5.0,17.0
211,,5,False,pyqubo,1000,0,0,4,7,,3,1.8571428571428568,True,0,2.4160000000000004,,1.1783333333333332,majority_vote,238940.0,20.0,198.4,249671.9,1268.1,10731.9,20.54,493.0,493.0,1.0,5.0,9.0
212,,7,False,pyqubo,1000,107,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,238940.0,20.0,198.4,249779.5,2764.5,10839.5,20.54,2383.0,2383.0,1.0,5.0,12.0
213,,7,False,pyqubo,1000,143,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,242820.0,20.0,202.28,253666.5,1949.5,10846.5,20.54,1152.0,1152.0,1.0,5.0,19.0
214,,7,False,pyqubo,1000,132,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,238940.0,20.0,198.4,249840.5,1860.5,10900.5,20.54,2392.0,2392.0,1.0,5.0,16.0
215,,7,False,pyqubo,1000,106,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,239460.0,20.0,198.92,250356.1,2153.9,10896.1,20.54,895.0,895.0,1.0,5.0,4.0
216,,7,False,pyqubo,1000,96,0,4,7,,3,1.8571428571428568,True,0,0.1766399999999999,5.0,1.5169143078108858,majority_vote,238940.0,20.0,198.4,249798.1,2413.9,10858.1,20.54,2430.0,2430.0,1.0,5.0,2.0
217,,7,False,pyqubo,1000,362,0,6,7,,3,2.0,True,0,0.0885345391801042,5.0,1.6684966994606585,majority_vote,244380.0,20.0,203.84,255349.9,1820.1,10969.9,20.54,4281.0,4281.0,1.0,5.0,0.0
218,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,238940.0,20.0,198.4,249652.3,1507.7,10712.3,20.54,3694.0,3694.0,1.0,5.0,15.0
219,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,244060.0,20.0,203.52,254771.5,1505.5,10711.5,20.54,1988.0,1988.0,1.0,5.0,18.0
220,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,242140.0,20.0,201.6,252926.9,2382.1,10786.9,20.54,1146.0,1146.0,1.0,5.0,13.0
221,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,240100.0,20.0,199.56,250884.7,1501.3,10784.7,20.54,820.0,820.0,1.0,5.0,3.0
222,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,242800.0,20.0,202.26,253515.7,1915.3,10715.7,20.54,799.0,799.0,1.0,5.0,8.0
223,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,238940.0,20.0,198.4,249721.3,1583.7,10781.3,20.54,3742.0,3742.0,1.0,5.0,19.0
224,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,244100.0,20.0,203.56,254813.7,2161.3,10713.7,20.54,4487.0,4487.0,1.0,5.0,2.0
225,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,238940.0,20.0,198.4,249652.1,1422.9,10712.1,20.54,807.0,807.0,1.0,5.0,14.0
226,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,238940.0,20.0,198.4,249724.3,1813.7,10784.3,20.54,468.0,468.0,1.0,5.0,1.0
227,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,238940.0,20.0,198.4,249720.3,1408.7,10780.3,20.54,469.0,469.0,1.0,5.0,16.0
228,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,238940.0,20.0,198.4,249646.1,2050.9,10706.1,20.54,1392.0,1392.0,1.0,5.0,5.0
229,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,243740.0,20.0,203.2,254523.7,1807.3,10783.7,20.54,507.0,507.0,1.0,5.0,12.0
230,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,238940.0,20.0,198.4,249652.1,1553.9,10712.1,20.54,2015.0,2015.0,1.0,5.0,4.0
231,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,241100.0,20.0,200.56,251813.7,1613.3,10713.7,20.54,3775.0,3775.0,1.0,5.0,17.0
232,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,238940.0,20.0,198.4,249730.9,2129.1,10790.9,20.54,1163.0,1163.0,1.0,5.0,9.0
233,,4,False,pyqubo,1000,0,0,5,5,,3,2.0,True,0,2.166666666666667,,0.976860881506769,majority_vote,239160.0,20.0,198.62,249942.1,1708.9,10782.1,20.54,782.0,782.0,1.0,5.0,6.0
