3.0,530,998,1000,19,36,85,200,129
3.0,584,999,1000,8,39,122,175,68
3.0,588,1000,1000,9,17,62,185,136
3.0,581,1000,1000,8,23,87,199,102
3.0,643,999,1000,16,22,67,117,125
3.0,628,999,1000,3,11,58,178,118
3.0,619,1000,1000,16,22,56,100,185
3.0,596,999,1000,8,16,59,176,142
3.0,593,1000,1000,8,45,67,140,139
3.0,506,1000,1000,12,54,61,165,195
3.1,467,999,1000,17,19,82,246,164
3.1,480,1000,1000,18,40,86,185,183
3.1,587,1000,1000,10,36,51,178,131
3.1,544,1000,1000,6,45,79,209,115
3.1,537,1000,1000,11,55,54,252,73
3.1,675,999,1000,2,15,39,122,145
3.1,590,1000,1000,15,37,123,159,63
3.1,525,1000,1000,15,20,95,186,151
3.1,545,1000,1000,10,23,103,209,108
3.1,535,999,1000,17,28,87,223,105
3.2,587,1000,1000,5,19,79,243,63
3.2,553,999,1000,4,19,38,205,177
3.2,570,1000,1000,11,25,79,242,69
3.2,662,1000,1000,8,13,79,160,76
3.2,567,999,1000,13,33,38,172,160
3.2,553,1000,1000,9,11,62,280,80
3.2,524,999,1000,8,33,68,278,88
3.2,563,1000,1000,8,67,64,218,75
3.2,588,1000,1000,8,12,51,94,245
3.2,572,1000,1000,17,25,66,169,141
3.3000000000000003,517,1000,1000,15,40,100,179,140
3.3000000000000003,570,999,1000,7,10,57,217,135
3.3000000000000003,608,999,1000,6,16,59,169,142
3.3000000000000003,572,1000,1000,8,24,77,246,69
3.3000000000000003,518,1000,1000,19,40,69,191,154
3.3000000000000003,570,999,1000,4,30,86,188,121
3.3000000000000003,561,1000,1000,10,37,71,115,195
3.3000000000000003,489,1000,1000,3,35,71,178,220
3.3000000000000003,591,997,1000,10,36,67,148,143
3.3000000000000003,583,999,1000,10,35,39,164,169
3.4000000000000004,586,999,1000,5,21,40,165,182
3.4000000000000004,463,999,1000,3,20,119,228,157
3.4000000000000004,483,998,1000,17,48,69,224,155
3.4000000000000004,497,999,1000,11,11,78,294,107
3.4000000000000004,585,1000,1000,19,50,89,112,138
3.4000000000000004,584,1000,1000,7,35,108,126,133
3.4000000000000004,623,1000,1000,21,20,115,100,112
3.4000000000000004,509,1000,1000,10,57,86,146,188
3.4000000000000004,515,999,1000,4,36,106,160,179
3.4000000000000004,555,1000,1000,19,73,102,178,67
3.5000000000000004,542,999,1000,3,13,38,292,111
3.5000000000000004,585,999,1000,19,36,74,208,69
3.5000000000000004,572,1000,1000,11,29,98,95,188
3.5000000000000004,561,998,1000,7,11,55,278,85
3.5000000000000004,564,998,1000,10,6,52,228,139
3.5000000000000004,550,1000,1000,3,19,94,282,52
3.5000000000000004,594,1000,1000,15,26,82,190,88
3.5000000000000004,558,1000,1000,5,36,60,245,90
3.5000000000000004,588,1000,1000,12,28,82,179,104
3.5000000000000004,568,999,1000,10,28,42,209,142
3.6000000000000005,575,1000,1000,19,43,89,150,119
0.0,539,1000,1000,15,29,50,294,70
0.0,592,1000,1000,12,48,91,172,80
0.0,523,1000,1000,7,23,125,203,113
0.0,568,1000,1000,17,23,100,135,154
0.0,548,998,1000,2,40,43,214,152
0.0,499,1000,1000,14,29,100,265,85
0.0,613,1000,1000,15,50,66,204,46
0.0,605,997,1000,1,4,26,76,288
0.0,569,1000,1000,11,61,68,111,174
0.0,586,1000,1000,14,23,72,177,122
0.1,538,1000,1000,0,15,151,211,82
0.1,551,999,1000,10,51,38,187,159
0.1,491,1000,1000,2,43,102,170,191
0.1,557,1000,1000,5,5,48,156,223
0.1,514,1000,1000,7,28,102,227,120
0.1,599,1000,1000,33,71,68,98,119
0.1,649,999,1000,25,24,97,130,71
0.1,556,1000,1000,12,18,46,212,147
0.1,576,1000,1000,9,32,67,236,77
0.1,533,999,1000,4,11,54,264,131
