11,486,999,1000,18,28,117,249,99
11,541,1000,1000,7,34,62,232,123
11,437,1000,1000,14,23,73,372,79
11,503,1000,1000,3,19,77,258,136
11,487,1000,1000,6,44,99,270,88
11,516,1000,1000,15,37,81,210,137
12,464,1000,1000,14,25,46,319,116
12,453,1000,1000,6,19,41,258,216
12,499,998,1000,10,26,52,286,124
12,482,999,1000,3,25,97,163,229
12,501,1000,1000,14,30,82,222,151
12,477,999,1000,1,19,30,120,353
12,519,1000,1000,17,58,69,222,114
12,486,1000,1000,12,17,113,241,126
12,479,1000,1000,8,20,114,255,121
12,465,1000,1000,9,35,106,220,165
13,464,1000,1000,5,20,74,306,128
13,473,1000,1000,2,34,83,183,224
13,489,1000,1000,14,17,101,213,160
13,468,1000,1000,14,39,59,290,124
13,471,1000,1000,20,24,48,190,243
13,417,1000,1000,8,20,87,331,133
13,458,1000,1000,21,27,131,207,147
13,440,1000,1000,11,54,48,228,215
13,419,1000,1000,8,32,143,302,95
13,458,999,1000,13,46,83,224,168
14,468,1000,1000,7,21,102,270,128
14,378,1000,1000,11,26,104,266,208
14,431,1000,1000,9,20,85,305,147
14,484,999,1000,13,69,82,161,186
14,432,999,1000,7,39,104,361,54
14,430,1000,1000,8,50,86,293,130
14,460,999,1000,18,21,88,179,231
14,485,999,1000,18,32,140,213,110
14,380,1000,1000,12,29,83,194,297
14,401,1000,1000,7,24,54,205,303
20,282,1000,1000,3,16,87,339,273
20,354,999,1000,2,14,62,395,170
20,318,1000,1000,7,40,132,244,258
20,275,1000,1000,9,17,85,441,171
20,240,1000,1000,4,40,66,444,201
20,270,999,1000,5,30,100,299,295
20,287,1000,1000,9,39,148,205,309
20,286,1000,1000,1,14,114,409,175
20,267,1000,1000,4,24,93,369,240
20,406,1000,1000,8,33,159,246,145
21,250,1000,1000,13,39,80,291,323
21,301,1000,1000,7,36,115,401,139
21,262,1000,1000,5,18,136,245,330
21,233,1000,1000,6,19,73,341,327
21,288,1000,1000,8,45,134,328,186
21,348,1000,1000,5,44,126,277,196
21,303,1000,1000,12,58,181,297,146
21,300,1000,1000,5,3,80,386,225
21,369,999,1000,14,53,76,271,211
21,318,1000,1000,5,17,65,365,230
22,260,1000,1000,1,6,51,464,218
22,223,999,1000,2,36,106,485,145
22,249,1000,1000,18,34,93,301,302
22,253,1000,1000,7,29,134,376,197
22,256,1000,1000,4,27,99,379,234
22,295,1000,1000,7,65,83,190,360
22,264,1000,1000,9,41,73,393,217
22,244,1000,1000,6,50,66,251,380
22,217,1000,1000,23,43,145,344,221
22,267,1000,1000,10,44,90,315,272
23,270,1000,1000,14,30,98,486,97
23,264,1000,1000,6,6,111,353,260
23,301,999,1000,8,18,78,392,203
23,270,1000,1000,4,16,74,222,412
23,321,999,1000,9,48,65,290,266
23,237,1000,1000,18,50,110,343,236
23,297,1000,1000,7,11,84,335,266
23,262,1000,1000,9,49,101,439,138
23,214,1000,1000,5,26,56,361,338
23,221,1000,1000,1,13,137,335,292
24,243,1000,1000,5,25,155,372,198
24,252,1000,1000,2,33,70,443,198
24,290,1000,1000,13,24,92,191,386
24,243,1000,1000,4,26,83,310,331
24,216,1000,1000,8,49,214,388,123
24,289,1000,1000,22,73,171,293,140
24,292,1000,1000,5,33,95,251,324
24,205,1000,1000,8,22,156,364,244
24,272,1000,1000,5,9,47,274,390
24,212,1000,1000,9,24,66,237,449
15,418,1000,1000,6,38,133,321,83
15,409,999,1000,18,59,108,304,97
15,422,1000,1000,18,38,90,201,227
15,436,1000,1000,17,29,51,290,171
15,387,1000,1000,13,46,133,306,114
15,360,1000,1000,13,48,163,260,152
15,362,999,1000,5,13,167,225,227
15,415,1000,1000,5,23,102,216,239
15,466,1000,1000,27,35,87,191,185
15,477,999,1000,27,53,78,218,141
16,398,1000,1000,4,17,28,165,387
16,350,1000,1000,6,13,66,205,359
16,338,997,1000,2,21,129,227,280
16,425,1000,1000,18,52,142,165,192
16,432,1000,1000,7,82,123,193,159
16,474,998,1000,11,14,56,207,238
16,440,1000,1000,14,27,99,244,167
16,351,1000,1000,12,29,109,259,237
16,341,999,1000,14,32,119,257,234
16,353,1000,1000,11,45,118,323,149
17,378,1000,1000,20,14,79,294,206
17,394,1000,1000,11,27,84,190,292
17,358,1000,1000,8,33,51,192,351
17,414,1000,1000,6,34,160,178,205
17,379,1000,1000,17,36,71,209,287
17,401,1000,1000,10,31,109,261,179
17,344,1000,1000,3,6,76,315,256
17,437,999,1000,1,12,63,284,203
17,320,1000,1000,12,38,77,188,365
17,407,1000,1000,7,49,129,249,150
18,368,1000,1000,3,22,94,372,139
18,379,999,1000,5,17,90,334,173
18,326,1000,1000,2,9,102,328,233
18,307,1000,1000,19,29,60,362,219
18,358,999,1000,17,27,128,256,201
18,321,1000,1000,12,33,83,346,202
18,324,1000,1000,3,28,114,321,208
18,364,1000,1000,6,21,59,284,266
18,398,997,1000,2,11,61,267,259
18,329,1000,1000,14,60,97,338,161
19,340,1000,1000,18,23,85,269,261
19,322,999,1000,11,29,72,319,244
19,368,999,1000,6,11,75,363,174
19,314,1000,1000,12,27,146,282,214
19,386,1000,1000,9,36,104,314,151
19,352,1000,1000,11,24,70,411,125
19,293,1000,1000,6,23,153,224,299
19,318,999,1000,10,15,42,389,226
19,301,997,1000,6,23,56,401,211
19,341,1000,1000,6,62,124,264,198
25,256,1000,1000,22,61,204,336,112
25,275,1000,1000,9,45,81,346,243
25,240,1000,1000,5,11,93,483,167
25,207,1000,1000,5,29,102,339,318
25,244,1000,1000,0,12,69,463,210
25,234,1000,1000,9,26,61,392,278
25,282,1000,1000,6,38,82,416,173
25,223,1000,1000,6,61,86,374,246
25,230,1000,1000,3,13,65,363,326
25,189,1000,1000,15,27,85,373,309
26,274,1000,1000,20,51,98,344,203
26,246,1000,1000,4,31,205,230,284
26,254,1000,1000,5,21,108,364,246
26,237,1000,1000,1,27,142,345,247
26,230,1000,1000,12,18,146,420,168
26,156,1000,1000,3,14,51,335,441
26,243,1000,1000,8,28,116,282,322
26,233,999,1000,0,52,91,399,221
26,311,999,1000,4,14,64,291,314
26,286,1000,1000,6,31,127,413,137
27,264,1000,1000,10,37,86,318,278
27,198,1000,1000,3,13,110,341,333
27,299,1000,1000,0,8,70,407,215
27,273,1000,1000,9,23,78,435,181
27,254,1000,1000,7,59,80,327,272
27,222,1000,1000,12,33,93,504,136
27,216,1000,1000,1,16,150,423,194
27,277,1000,1000,3,15,114,279,312
27,249,1000,1000,3,13,35,444,256
27,277,1000,1000,7,28,71,270,345
28,256,1000,1000,11,48,89,312,284
28,284,1000,1000,4,20,41,426,222
28,242,1000,1000,3,32,80,309,333
28,207,1000,1000,14,26,64,346,339
28,240,1000,1000,2,5,63,298,392
28,190,1000,1000,11,47,111,202,439
28,242,1000,1000,5,31,115,319,288
28,242,1000,1000,3,12,98,428,216
28,239,1000,1000,1,21,93,421,225
28,237,1000,1000,9,37,176,339,200
29,175,1000,1000,8,27,152,431,207
29,271,1000,1000,3,27,93,434,171
29,211,998,1000,3,23,97,311,353
29,248,1000,1000,7,27,89,336,292
29,278,1000,1000,3,17,102,345,255
29,185,1000,1000,8,28,58,353,367
29,239,1000,1000,8,23,102,435,190
29,215,1000,1000,13,27,131,373,240
29,251,1000,1000,0,12,123,426,188
29,229,999,1000,5,11,89,349,317
30,233,1000,1000,2,22,55,374,308
30,227,1000,1000,4,22,123,259,364
30,198,1000,1000,3,47,190,382,180
30,248,1000,1000,6,49,123,303,269
30,192,999,1000,0,19,65,275,447
30,168,1000,1000,3,16,96,322,394
30,190,1000,1000,17,38,117,307,328
30,151,1000,1000,12,29,179,410,217
30,207,1000,1000,2,9,124,491,167
30,223,1000,1000,4,20,174,332,245
31,176,1000,1000,15,43,54,435,276
31,158,1000,1000,13,29,92,303,403
31,185,1000,1000,10,23,163,355,264
31,236,1000,1000,5,17,110,239,392
31,158,1000,1000,1,11,24,279,527
31,230,1000,1000,4,17,56,497,195
31,244,1000,1000,6,50,87,396,212
31,204,1000,1000,3,33,137,266,357
31,264,1000,1000,1,31,87,374,239
31,249,999,1000,2,16,93,218,421
32,175,1000,1000,4,25,90,417,288
32,241,1000,1000,2,18,104,449,184
32,223,1000,1000,14,62,103,353,245
32,266,1000,1000,6,13,101,374,240
32,179,1000,1000,6,25,106,499,185
32,237,1000,1000,1,36,214,302,207
32,200,1000,1000,5,10,75,308,402
32,255,1000,1000,5,19,76,371,273
32,275,1000,1000,7,12,57,440,209
32,250,1000,1000,7,23,108,344,268
33,181,1000,1000,5,33,66,447,264
33,195,1000,1000,5,27,101,218,453
33,215,1000,1000,6,30,118,399,230
33,156,1000,1000,1,8,55,237,543
33,157,1000,1000,6,27,82,283,443
33,210,1000,1000,7,28,95,453,205
33,209,1000,1000,6,43,65,327,348
33,221,1000,1000,0,12,111,150,505
33,208,1000,1000,8,32,70,385,292
33,223,1000,1000,6,33,127,336,270
34,168,1000,1000,6,48,134,489,152
34,204,999,1000,3,21,115,419,237
34,216,1000,1000,2,13,52,379,337
34,207,1000,1000,3,25,99,288,378
34,215,1000,1000,1,14,41,558,170
34,159,1000,1000,13,25,87,429,284
34,200,1000,1000,2,16,63,363,355
34,184,1000,1000,12,17,80,340,364
34,228,1000,1000,5,45,49,413,258
34,311,1000,1000,4,19,60,348,258
35,193,1000,1000,3,9,41,269,485
35,169,1000,1000,0,34,159,390,246
35,150,1000,1000,3,52,112,356,326
35,195,1000,1000,5,26,60,452,258
35,184,1000,1000,1,19,109,339,347
35,159,1000,1000,1,20,64,448,306
35,186,1000,1000,3,17,227,393,174
35,189,1000,1000,7,61,99,302,339
35,207,1000,1000,2,17,95,375,304
35,152,1000,1000,3,20,97,204,523
36,172,1000,1000,4,11,115,476,222
36,171,1000,1000,5,35,118,320,348
36,166,1000,1000,5,21,55,481,272
36,186,1000,1000,3,15,72,505,219
36,180,1000,1000,8,34,122,425,231
36,215,1000,1000,0,9,111,452,213
36,175,1000,1000,8,53,169,346,249
36,167,1000,1000,7,8,41,420,357
36,194,1000,1000,2,26,86,385,307
36,200,1000,1000,2,19,68,336,373
37,194,1000,1000,6,19,88,425,267
37,217,1000,1000,0,13,53,567,150
37,225,1000,1000,3,22,64,286,399
37,204,1000,1000,10,22,130,341,291
37,187,1000,1000,2,13,60,516,221
37,198,1000,1000,22,32,88,353,301
37,183,1000,1000,1,5,111,459,239
37,162,1000,1000,2,7,75,390,364
37,170,1000,1000,4,14,103,390,318
37,197,1000,1000,2,25,77,515,183
38,186,1000,1000,2,18,112,510,172
38,164,1000,1000,5,18,104,345,363
38,147,1000,1000,0,11,31,519,290
38,162,1000,1000,1,6,39,245,546
38,165,1000,1000,2,31,89,301,410
38,219,1000,1000,3,13,56,300,408
38,200,1000,1000,3,45,102,450,199
38,222,1000,1000,6,15,80,425,250
38,237,1000,1000,4,37,114,219,388
38,162,1000,1000,3,21,92,474,247
39,224,1000,1000,8,15,85,392,276
39,160,1000,1000,3,16,121,370,330
39,192,1000,1000,14,24,145,382,242
39,159,999,1000,1,18,122,434,266
39,166,1000,1000,5,13,88,436,289
39,153,1000,1000,5,17,95,444,285
39,205,1000,1000,3,6,146,390,249
39,128,1000,1000,7,30,89,362,384
39,203,1000,1000,3,36,82,308,367
39,223,1000,1000,9,30,69,275,392
40,154,1000,1000,5,32,145,435,229
40,136,1000,1000,3,14,67,479,300
40,184,1000,1000,7,18,46,459,285
40,137,1000,1000,6,20,93,402,341
40,160,1000,1000,2,14,81,445,297
40,176,1000,1000,0,16,52,266,490
40,153,1000,1000,7,27,99,409,304
40,118,1000,1000,7,24,66,509,276
40,167,1000,1000,4,33,110,364,321
40,147,1000,1000,9,40,117,418,267
41,152,1000,1000,0,4,25,479,340
41,123,1000,1000,2,13,103,453,305
41,127,1000,1000,3,40,104,455,270
41,202,1000,1000,4,33,192,411,155
41,181,1000,1000,10,23,101,288,397
41,153,999,1000,16,34,88,399,308
41,197,1000,1000,4,12,54,510,222
41,194,1000,1000,11,33,218,276,266
41,164,1000,1000,2,17,51,482,284
41,229,1000,1000,8,26,84,327,325
42,177,1000,1000,5,53,158,372,233
42,171,1000,1000,3,6,97,302,420
42,190,1000,1000,5,29,150,316,310
42,176,1000,1000,9,32,127,398,254
42,164,1000,1000,11,14,82,422,305
42,186,1000,1000,5,25,72,271,439
42,200,1000,1000,2,16,160,347,275
42,182,1000,1000,11,25,72,383,325
42,187,1000,1000,1,10,47,469,286
42,182,1000,1000,4,28,56,398,332
43,213,1000,1000,6,30,113,350,284
43,154,1000,1000,5,25,85,487,244
43,164,1000,1000,0,15,49,327,444
43,165,1000,1000,5,14,125,447,244
43,162,1000,1000,2,16,110,258,451
43,170,1000,1000,6,23,54,445,301
43,170,1000,1000,1,4,45,499,281
43,187,1000,1000,4,52,158,367,231
43,254,1000,1000,2,20,105,363,254
43,162,999,1000,1,11,72,316,437
44,149,1000,1000,3,16,51,398,382
44,150,1000,1000,10,27,62,324,425
44,116,1000,1000,4,18,103,462,295
44,111,1000,1000,2,7,92,426,362
44,156,1000,1000,10,30,107,455,242
44,136,1000,1000,2,23,97,398,344
44,193,1000,1000,5,10,71,500,221
44,159,1000,1000,6,18,105,464,248
44,166,1000,1000,12,26,84,462,247
44,136,1000,1000,6,20,55,412,371
45,175,1000,1000,9,40,114,483,176
45,177,1000,1000,3,22,104,235,457
45,159,1000,1000,4,10,64,482,279
45,124,1000,1000,2,18,124,290,441
45,81,1000,1000,2,19,93,470,334
45,101,1000,1000,6,39,166,351,336
45,151,1000,1000,12,23,150,432,230
45,126,1000,1000,2,16,63,525,267
45,121,1000,1000,8,20,98,469,283
45,120,1000,1000,1,18,30,230,601
46,136,1000,1000,2,15,60,530,257
46,123,1000,1000,5,18,100,356,398
46,180,1000,1000,5,13,61,412,327
46,160,1000,1000,0,31,75,435,297
46,203,1000,1000,7,9,88,499,194
46,165,1000,1000,1,15,76,354,389
46,166,1000,1000,10,18,97,498,207
46,150,1000,1000,3,23,122,380,322
46,120,999,1000,1,19,102,506,251
46,174,999,1000,2,15,26,374,409
47,156,1000,1000,3,37,84,329,391
47,166,1000,1000,10,25,100,528,168
47,145,1000,1000,3,9,71,484,287
47,162,1000,1000,2,17,96,394,329
47,142,1000,1000,6,11,82,279,480
47,161,1000,1000,1,27,69,391,351
47,168,999,1000,5,8,135,498,185
47,130,1000,1000,10,21,182,528,125
47,155,1000,1000,5,17,61,344,418
47,163,1000,1000,4,16,90,545,181
48,130,1000,1000,0,25,67,485,291
48,123,1000,1000,2,11,39,387,438
48,153,1000,1000,0,22,115,463,246
48,173,1000,1000,2,37,102,501,185
48,167,1000,1000,12,29,104,459,229
48,158,1000,1000,4,30,96,383,329
48,105,1000,1000,3,21,53,623,192
48,134,1000,1000,1,5,31,263,566
48,142,1000,1000,4,21,64,359,409
48,163,1000,1000,0,11,44,474,308
49,202,1000,1000,1,15,103,454,225
49,130,1000,1000,2,12,117,486,253
49,129,1000,1000,3,10,105,424,329
49,131,1000,1000,3,12,42,417,395
49,134,1000,1000,9,26,114,406,311
49,186,1000,1000,1,22,122,301,367
49,166,1000,1000,3,11,132,454,233
49,152,1000,1000,4,35,185,290,334
49,121,1000,1000,3,17,89,296,474
49,187,1000,1000,3,5,51,375,377
